date,open_price,high_price,low_price,close_price,volume,turnover
2023-06-22,350.0,381.1,350.0,381.1,1694.0,643813.7
2023-06-25,388.7,419.2,388.7,419.2,5728.0,2.4002858e+06
2023-06-26,420.0,461.1,420.0,461.1,4364.0,2.0096858e+06
2023-06-27,470.3,507.2,470.3,507.2,24091.0,1.2154377e+07
2023-06-28,517.0,557.9,517.0,557.9,1.523712e+06,8.370368e+08
2023-07-02,569.0,574.0,548.0,549.0,762109.0,4.2565472e+08
2023-07-03,548.0,549.0,530.0,532.0,443519.0,2.394458e+08
2023-07-04,542.6,542.6,520.4,529.0,214583.0,1.13384504e+08
2023-07-05,535.0,535.0,505.0,508.8,270713.0,1.3908893e+08
2023-07-06,515.0,518.0,491.0,497.0,308562.0,1.5368342e+08
2023-07-09,500.0,512.8,492.0,498.0,371250.0,1.8607206e+08
2023-07-10,500.0,510.0,488.1,489.8,504920.0,2.4918699e+08
2023-07-11,495.0,502.0,488.0,490.0,258735.0,1.2781372e+08
2023-07-12,490.0,503.0,485.2,496.2,186206.0,9.231625e+07
2023-07-13,500.0,514.0,498.0,507.0,318517.0,1.615091e+08
2023-07-16,507.0,514.9,504.0,507.0,308820.0,1.5694507e+08
2023-07-17,517.1,517.1,502.0,516.0,212261.0,1.084649e+08
2023-07-18,516.2,525.0,513.0,513.6,301695.0,1.5639034e+08
2023-07-19,516.0,516.0,508.6,510.0,164408.0,8.4204344e+07
2023-07-20,499.8,515.0,499.8,504.9,173777.0,8.825947e+07
2023-07-23,507.0,516.0,504.0,510.8,206880.0,1.0542719e+08
2023-07-24,508.0,513.0,500.1,500.4,193182.0,9.757114e+07
2023-07-25,500.4,504.0,490.4,491.8,123003.0,6.0902376e+07
2023-07-26,498.0,499.0,485.0,487.1,142367.0,6.977944e+07
2023-07-27,490.0,492.0,478.0,478.0,173200.0,8.366058e+07
2023-07-30,478.0,485.0,468.0,470.0,115672.0,5.4666316e+07
2023-07-31,473.9,481.0,468.6,474.0,96879.0,4.613312e+07
2023-08-01,468.8,480.0,462.1,466.0,110535.0,5.186463e+07
