date,open_price,high_price,low_price,close_price,volume,turnover
2017-04-16,297.0,326.0,297.0,326.0,9361.0,3.049746e+06
2017-04-18,326.0,358.0,332.0,358.0,31151.0,1.1151161e+07
2017-04-19,358.0,393.0,365.0,393.0,10034.0,3.925883e+06
2017-04-23,393.0,432.0,383.0,411.0,110978.0,4.6161908e+07
2017-04-24,411.0,408.0,385.0,402.0,53027.0,2.1169186e+07
2017-04-25,402.0,418.0,393.0,408.0,39076.0,1.566181e+07
2017-04-26,408.0,448.0,403.0,441.0,35032.0,1.4772788e+07
2017-04-27,441.0,469.0,425.0,461.0,45822.0,2.05352e+07
2017-04-30,461.0,460.0,438.0,445.0,52492.0,2.3543804e+07
2017-05-02,445.0,455.0,434.0,444.0,30617.0,1.356047e+07
2017-05-03,444.0,457.0,436.0,438.0,24825.0,1.0963261e+07
2017-05-04,438.0,450.0,435.0,447.0,51497.0,2.279426e+07
2017-05-07,447.0,450.0,437.0,439.0,29759.0,1.3140253e+07
2017-05-08,439.0,448.0,432.0,444.0,24419.0,1.0783817e+07
2017-05-09,444.0,474.0,441.0,467.0,48134.0,2.2066936e+07
2017-05-11,467.0,503.0,466.0,485.0,53131.0,2.5937106e+07
2017-05-15,485.0,493.0,475.0,477.0,20965.0,1.007212e+07
2017-05-16,477.0,485.0,472.0,480.0,12819.0,6.103612e+06
2017-05-17,480.0,484.0,472.0,481.0,14404.0,6.902547e+06
2017-05-18,481.0,493.0,473.0,490.0,25777.0,1.2366722e+07
2017-05-21,490.0,485.0,465.0,484.0,11480.0,5.470031e+06
2017-05-22,484.0,479.0,460.0,472.0,8730.0,4.112955e+06
2017-05-23,472.0,483.0,465.0,468.0,11209.0,5.299349e+06
2017-05-24,468.0,482.0,460.0,470.0,9904.0,4.623727e+06
2017-05-28,470.0,475.0,461.0,467.0,7736.0,3.594103e+06
2017-05-30,467.0,469.0,450.0,460.0,11667.0,5.331994e+06
2017-05-31,460.0,469.0,451.0,460.0,8876.0,4.058962e+06
2017-06-01,460.0,462.0,454.0,460.0,7009.0,3.210837e+06
2017-06-04,460.0,459.0,444.0,450.0,8662.0,3.914707e+06
2017-06-05,450.0,455.0,443.0,450.0,5406.0,2.419731e+06
2017-06-06,450.0,463.0,441.0,457.0,5992.0,2.719007e+06
2017-06-07,457.0,455.0,446.0,447.0,11678.0,5.241935e+06
2017-06-08,447.0,449.0,437.0,448.0,9330.0,4.12673e+06
2017-06-11,448.0,445.0,429.0,430.0,13870.0,6.019824e+06
2017-06-12,430.0,435.0,416.0,422.0,10653.0,4.516731e+06
2017-06-13,422.0,430.0,416.0,422.0,7280.0,3.067322e+06
2017-06-14,422.0,430.0,415.0,430.0,4893.0,2.05457e+06
2017-06-15,430.0,434.0,417.0,434.0,6410.0,2.722549e+06
2017-06-18,434.0,435.0,415.0,418.0,2107.0,885873.0
2017-06-19,418.0,418.0,405.0,405.0,4938.0,2.024152e+06
2017-06-20,405.0,421.0,400.0,412.0,4359.0,1.781592e+06
2017-06-21,412.0,416.0,406.0,416.0,8927.0,3.674921e+06
2017-06-22,416.0,420.0,415.0,418.0,2909.0,1.215742e+06
2017-06-25,418.0,439.0,418.0,438.0,5526.0,2.368404e+06
2017-06-27,438.0,439.0,427.0,429.0,2938.0,1.261901e+06
2017-06-28,429.0,425.0,417.0,421.0,1161.0,488843.0
2017-07-02,421.0,420.0,405.0,410.0,3952.0,1.623186e+06
2017-07-03,410.0,418.0,405.0,406.0,5055.0,2.064916e+06
2017-07-04,406.0,412.0,400.0,409.0,1815.0,739723.0
2017-07-05,409.0,417.0,405.0,417.0,3711.0,1.510056e+06
2017-07-06,417.0,425.0,409.0,425.0,1898.0,789357.0
2017-07-09,425.0,430.0,408.0,425.0,5553.0,2.328785e+06
2017-07-10,425.0,425.0,401.0,415.0,32236.0,1.3363029e+07
2017-07-11,415.0,417.0,408.0,417.0,4924.0,2.026748e+06
2017-07-12,417.0,414.0,410.0,410.0,3492.0,1.436443e+06
2017-07-13,410.0,413.0,405.0,409.0,2146.0,877888.0
2017-07-16,409.0,415.0,401.0,415.0,5459.0,2.20899e+06
2017-07-17,415.0,416.0,407.0,412.0,7175.0,2.944449e+06
2017-07-18,412.0,441.0,405.0,434.0,9889.0,4.189454e+06
2017-07-19,434.0,435.0,417.0,417.0,10705.0,4.508979e+06
2017-07-20,417.0,422.0,415.0,417.0,5106.0,2.133496e+06
2017-07-23,417.0,425.0,411.0,416.0,5856.0,2.430825e+06
2017-07-24,416.0,423.0,411.0,412.0,9148.0,3.787907e+06
2017-07-25,412.0,423.0,404.0,411.0,3866.0,1.598305e+06
2017-07-26,411.0,416.0,410.0,415.0,6045.0,2.497707e+06
2017-07-27,415.0,414.0,409.0,412.0,3964.0,1.628987e+06
2017-07-30,412.0,418.0,407.0,407.0,11606.0,4.751125e+06
2017-07-31,407.0,423.0,400.0,418.0,8062.0,3.311181e+06
2017-08-01,418.0,420.0,404.0,420.0,6928.0,2.825951e+06
2017-08-02,420.0,416.0,408.0,411.0,4182.0,1.717301e+06
2017-08-03,411.0,418.0,404.0,410.0,3902.0,1.598879e+06
2017-08-06,410.0,411.0,402.0,407.0,3548.0,1.447024e+06
2017-08-07,407.0,410.0,405.0,406.0,3067.0,1.247544e+06
2017-08-09,406.0,405.0,397.0,400.0,11476.0,4.595925e+06
2017-08-10,400.0,400.0,392.0,393.0,8529.0,3.360936e+06
2017-08-13,393.0,400.0,376.0,381.0,5335.0,2.032823e+06
2017-08-15,381.0,387.0,367.0,367.0,5051.0,1.879853e+06
2017-08-16,367.0,387.0,370.0,375.0,5715.0,2.157848e+06
2017-08-17,375.0,375.0,364.0,368.0,13588.0,5.010685e+06
2017-08-20,368.0,370.0,356.0,362.0,5245.0,1.903753e+06
2017-08-21,362.0,366.0,350.0,366.0,6837.0,2.427379e+06
2017-08-22,366.0,380.0,352.0,360.0,2835.0,1.030577e+06
2017-08-23,360.0,362.0,353.0,357.0,10457.0,3.735959e+06
2017-08-24,357.0,372.0,351.0,372.0,4775.0,1.718654e+06
2017-08-27,372.0,378.0,350.0,378.0,9008.0,3.305972e+06
2017-08-28,378.0,391.0,358.0,368.0,6756.0,2.544939e+06
2017-08-30,368.0,368.0,360.0,360.0,2199.0,797716.0
2017-08-31,360.0,358.0,350.0,354.0,6893.0,2.436766e+06
2017-09-04,354.0,362.0,345.0,362.0,5940.0,2.084406e+06
2017-09-06,362.0,365.0,346.0,350.0,5791.0,2.033771e+06
2017-09-07,350.0,352.0,346.0,348.0,6831.0,2.380066e+06
2017-09-10,348.0,342.0,330.0,332.0,9243.0,3.103428e+06
2017-09-11,332.0,340.0,326.0,335.0,2600.0,860999.0
2017-09-12,335.0,339.0,326.0,330.0,3991.0,1.323102e+06
2017-09-13,330.0,335.0,326.0,330.0,2061.0,680865.0
2017-09-14,330.0,342.0,324.0,342.0,2678.0,893369.0
2017-09-17,342.0,350.0,340.0,340.0,4138.0,1.423399e+06
2017-09-18,340.0,346.0,334.0,336.0,1968.0,663556.0
2017-09-20,336.0,336.0,326.0,333.0,1664.0,547030.0
2017-09-24,333.0,337.0,328.0,335.0,779.0,259413.0
2017-09-25,335.0,343.0,339.0,340.0,1680.0,573374.0
2017-09-26,340.0,341.0,330.0,340.0,3344.0,1.125472e+06
2017-10-04,340.0,346.0,330.0,332.0,2804.0,939867.0
2017-10-08,332.0,326.0,315.0,317.0,1817.0,575696.0
2017-10-09,317.0,319.0,315.0,318.0,2361.0,746894.0
2017-10-10,318.0,323.0,312.0,323.0,1247.0,393387.0
2017-10-11,323.0,326.0,317.0,325.0,277.0,89080.0
2017-10-12,325.0,324.0,317.0,320.0,4026.0,1.292428e+06
2017-10-15,320.0,325.0,315.0,325.0,1226.0,397115.0
2017-10-16,325.0,336.0,320.0,326.0,389.0,127032.0
2017-10-17,326.0,338.0,321.0,328.0,1323.0,437837.0
2017-10-18,328.0,329.0,317.0,329.0,215.0,69494.0
2017-10-22,329.0,351.0,335.0,351.0,6572.0,2.24373e+06
2017-10-23,351.0,355.0,340.0,342.0,2467.0,852013.0
2017-10-24,342.0,346.0,340.0,344.0,779.0,267000.0
2017-10-25,344.0,344.0,335.0,338.0,2006.0,684814.0
2017-10-29,338.0,346.0,333.0,335.0,1668.0,564788.0
2017-10-30,335.0,335.0,330.0,332.0,5677.0,1.883474e+06
2017-10-31,332.0,335.0,327.0,334.0,1710.0,569647.0
2017-11-01,334.0,338.0,328.0,329.0,2946.0,970535.0
2017-11-02,329.0,331.0,323.0,327.0,1048.0,341967.0
2017-11-05,327.0,325.0,321.0,325.0,1982.0,639535.0
2017-11-06,325.0,331.0,322.0,326.0,2142.0,704307.0
2017-11-07,326.0,330.0,320.0,330.0,982.0,320296.0
2017-11-08,330.0,330.0,319.0,322.0,1927.0,621058.0
2017-11-09,322.0,338.0,320.0,326.0,3682.0,1.210945e+06
2017-11-12,326.0,330.0,324.0,327.0,1146.0,375325.0
2017-11-13,327.0,342.0,321.0,342.0,2082.0,686167.0
2017-11-14,342.0,348.0,334.0,346.0,8731.0,2.98924e+06
2017-11-15,346.0,342.0,332.0,337.0,2178.0,734906.0
2017-11-16,337.0,343.0,327.0,332.0,2407.0,809263.0
2017-11-19,332.0,340.0,326.0,335.0,45210.0,1.5145567e+07
2017-11-20,335.0,338.0,330.0,336.0,2051.0,687878.0
2017-11-21,336.0,351.0,330.0,351.0,7667.0,2.608133e+06
2017-11-22,351.0,353.0,334.0,343.0,2724.0,938168.0
2017-11-23,343.0,353.0,343.0,353.0,5691.0,1.978905e+06
2017-11-26,353.0,364.0,347.0,354.0,3578.0,1.281211e+06
2017-11-27,354.0,361.0,336.0,351.0,4960.0,1.740762e+06
2017-11-28,351.0,358.0,344.0,348.0,695.0,244862.0
2017-11-29,348.0,369.0,353.0,354.0,9802.0,3.533726e+06
2017-11-30,354.0,365.0,344.0,365.0,5588.0,2.003227e+06
2017-12-04,365.0,372.0,344.0,358.0,6724.0,2.41018e+06
